A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4,G1,G2,G3,G4,G5,G6,G7,G8,H1,H3,H4,H5,H6,H7
2,1,1,1,1,1,2,2,4,4,5.6,67,2,0,2,4,1,0,2,1,1,0,1,1,1,3,1,2,0,1,0,0,2,3,2,1,1,2,0,3
3,2,1,1,2,4,1,2,4,3,5,68,1,2,1,1,1,0,2,2,2,0,1,1,1,2,1,1,0,0,0,0,2,1,2,0,0,0,0,3
3,1,1,1,1,4,1,1,4,4,5.6,80,1,3,3,2,3,2,2,1,1,0,3,3,0,4,3,1,2,2,1,3,2,3,2,3,3,3,3,3
3,1,1,1,1,2,1,2,4,4,5.2,63,4,2,3,4,3,1,2,0,0,1,1,1,1,2,1,1,0,0,0,0,2,2,2,2,0,2,0,3
2,1,1,1,1,1,2,2,4,4,5.7,70,1,1,2,1,3,0,2,0,2,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1,1,1,2,1,3,2,2,4,4,5.2,62,1,0,3,1,1,1,1,0,1,0,2,2,3,3,1,2,0,0,2,0,2,1,2,0,2,2,0,3
1,2,1,1,2,4,2,3,4,4,5,70,1,1,2,1,1,0,2,0,2,0,2,2,1,2,1,0,0,0,0,0,2,0,1,0,0,1,0,0
3,1,1,1,2,1,2,1,4,4,5.11,94,1,0,1,2,3,1,2,0,2,0,1,1,1,2,1,0,0,0,0,0,2,1,1,0,0,1,0,0
1,1,1,2,2,3,1,1,4,2,5.8,71,1,0,3,1,4,2,1,0,2,0,2,1,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1,1,1,2,1,3,1,2,4,3,6.1,51,3,1,3,2,1,0,2,0,3,0,2,3,1,2,3,2,1,0,0,2,2,2,2,3,0,1,2,1
1,1,1,1,1,3,2,2,4,3,5.3,50,2,0,3,1,1,1,3,0,0,0,3,1,2,0,2,2,2,2,0,2,2,2,1,2,2,0,0,3
1,1,1,2,1,3,1,2,4,4,6.1,57,4,0,3,1,2,1,1,2,2,1,2,1,0,3,3,1,0,2,1,3,3,3,3,1,2,2,2,0
1,1,1,2,1,3,1,3,4,4,5.2,45,2,1,3,3,3,0,2,1,2,0,1,2,2,4,1,2,0,1,0,1,1,3,2,3,3,1,3,3
1,1,1,2,1,3,1,3,4,4,5.4,50,1,2,3,2,3,2,2,1,2,0,2,2,2,2,1,2,0,0,0,1,3,1,2,1,2,2,2,1
1,1,1,2,2,2,1,2,4,4,5.5,56,1,1,2,2,1,2,2,2,2,0,1,1,1,3,1,0,0,0,2,0,2,1,2,2,3,0,2,3
1,1,1,2,1,3,1,2,4,1,6,93,3,2,3,4,3,0,3,1,1,0,3,3,1,4,2,2,1,2,1,0,1,3,2,2,2,3,3,2
3,1,1,1,2,4,1,1,4,3,5.6,63,3,2,3,4,3,1,3,1,0,1,2,2,1,2,1,0,0,1,0,0,2,3,2,2,0,3,2,2
3,2,1,1,2,4,1,3,4,4,5.5,76,2,2,1,3,3,2,2,2,0,0,2,1,1,3,1,0,1,0,0,0,1,2,2,2,0,2,2,3
3,2,1,1,1,4,1,3,4,4,5.7,78,2,2,2,2,1,1,2,2,0,0,3,2,1,3,1,0,1,0,0,0,1,3,2,2,1,3,2,2
1,1,1,2,1,3,1,1,3,2,5.8,74,2,2,3,3,3,0,3,1,2,0,3,1,1,4,1,2,1,1,0,0,1,3,2,2,1,3,2,3
2,1,1,2,1,1,2,1,4,3,6,66,1,2,3,4,3,0,3,2,3,0,2,2,1,4,1,2,0,0,0,0,3,3,2,1,0,2,3,3
1,1,1,2,1,3,1,1,3,2,5.8,63,2,1,2,3,1,0,2,0,3,1,2,2,1,3,1,1,1,1,2,0,2,2,0,2,2,2,2,2
1,2,1,2,1,3,2,3,4,4,5.4,63,4,3,3,4,1,1,3,2,0,0,3,3,3,4,3,1,1,1,1,2,2,3,0,2,1,2,3,3
1,2,1,2,2,3,1,2,4,4,5.3,85,2,2,3,1,3,1,2,0,2,0,2,1,1,3,2,0,0,0,2,1,3,0,1,0,0,1,0,0
1,1,1,2,2,3,4,1,4,1,5.8,68,1,3,3,1,1,2,2,1,1,0,3,3,2,4,3,1,2,0,1,2,1,0,2,3,3,2,3,2
1,2,1,2,2,3,1,2,4,3,5.2,51,4,2,3,4,3,2,2,0,2,0,1,1,1,2,1,0,0,0,0,0,2,0,2,2,1,0,0,2
3,1,1,2,2,1,1,1,3,1,5.5,65,1,2,3,2,1,1,2,2,0,2,2,2,1,2,2,0,0,1,1,0,2,4,3,2,1,1,3,2
3,2,1,1,2,4,1,1,4,3,5.2,44,1,0,3,1,3,0,1,2,2,2,2,2,2,2,1,0,0,0,0,2,2,2,3,1,2,2,2,3
3,1,1,2,2,1,2,1,3,2,5.7,52,1,0,2,1,1,0,1,2,1,1,0,1,1,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0
2,1,1,1,2,2,2,3,3,3,5.6,87,3,3,3,3,1,2,1,1,1,0,3,2,2,4,2,1,0,1,1,0,2,3,2,2,2,3,2,2
2,1,1,2,2,3,2,3,4,3,5.7,69,1,0,2,1,3,0,2,0,3,0,1,1,1,2,1,0,0,0,0,0,2,0,1,0,0,1,0,0
1,1,1,2,2,1,2,1,4,2,5.7,60,1,2,3,1,1,1,2,2,1,0,1,1,1,2,1,0,1,0,2,0,2,1,1,1,1,1,1,1
2,1,2,3,2,1,1,2,3,4,5.9,62,3,2,3,1,4,2,1,0,3,2,2,1,1,2,2,0,1,0,0,0,2,0,0,1,1,1,0,2
1,1,1,1,2,2,1,2,4,4,5.7,64,1,2,3,3,3,0,2,0,2,0,2,1,1,3,0,0,1,0,0,0,2,0,1,1,1,1,1,2
2,1,1,2,2,3,1,1,4,4,5.8,50,3,1,3,4,3,0,2,0,0,0,2,2,2,1,1,1,1,0,0,0,3,0,1,2,0,0,3,3
2,1,1,2,1,3,1,3,3,4,5.5,53,2,2,3,3,3,0,2,0,0,1,3,2,2,3,2,1,2,2,2,1,3,2,0,1,1,0,3,3
2,1,1,1,1,3,1,3,4,4,5.6,52,1,2,3,1,1,1,2,0,1,0,2,0,0,2,1,0,0,0,2,0,2,2,1,0,0,0,2,0
2,1,1,1,2,1,2,3,4,4,5.4,55,1,2,3,1,1,1,2,0,1,0,2,1,1,2,1,0,1,0,0,0,2,0,2,0,0,2,2,2
3,1,1,3,1,3,1,2,2,3,5.9,56,4,3,3,4,1,0,1,1,0,1,3,3,2,4,2,2,2,2,2,2,3,2,2,2,2,2,3,3
3,1,1,1,2,1,1,1,4,3,5.7,80,2,2,3,4,4,1,2,2,0,2,3,2,2,3,1,1,0,1,0,2,1,3,2,2,1,2,1,2
2,1,1,1,2,1,1,3,4,3,5.11,80,3,1,3,3,1,1,2,2,2,0,2,1,2,3,0,0,1,0,0,0,2,0,1,1,0,1,2,2
2,1,1,1,2,3,1,2,4,4,5.8,73,3,2,3,3,3,1,2,0,2,0,3,2,2,3,0,0,1,0,2,0,2,2,1,1,0,2,1,3
2,1,1,2,2,3,1,1,4,4,5.5,70,1,0,3,1,1,0,2,0,0,0,2,1,1,3,1,1,1,0,0,0,1,1,2,1,2,2,2,1
3,1,1,1,1,2,1,2,4,3,5.7,60,4,3,3,4,3,1,2,1,1,1,1,2,2,3,0,3,1,2,1,0,1,4,2,3,2,2,2,3
3,1,1,1,1,4,1,2,4,2,5.6,62,2,2,2,3,1,0,2,2,0,1,2,2,1,3,2,1,2,1,2,2,1,2,2,2,1,2,2,3
3,1,1,1,2,2,2,3,4,2,5.5,80,2,1,3,1,1,2,2,2,1,0,0,1,1,2,2,1,0,0,0,0,3,3,0,0,0,3,3,0
2,1,1,2,1,3,1,1,4,4,5.5,65,4,3,3,4,3,1,2,1,1,0,3,3,3,4,3,1,2,2,1,2,1,4,3,2,1,3,3,3
2,1,1,1,2,2,1,3,4,4,5.7,78,2,1,3,2,1,1,2,2,0,0,2,2,2,3,1,0,0,1,0,0,2,2,1,1,0,2,2,2
2,2,1,1,1,4,2,3,4,3,5.2,64,1,3,2,1,1,1,2,0,0,0,2,2,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,3
2,1,1,1,2,1,1,1,2,3,5.7,85,1,0,3,1,3,1,2,0,2,2,2,3,3,4,0,3,2,2,1,3,1,4,3,3,3,3,3,3
2,1,1,1,2,1,1,1,2,2,5.5,85,4,2,3,4,4,1,1,1,0,2,3,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2
3,1,1,2,2,1,2,1,3,3,5.4,61,2,3,3,3,3,0,2,1,0,1,2,2,2,2,1,1,0,1,0,0,1,3,2,1,1,3,2,2
2,1,1,1,1,3,2,1,2,3,5.7,77,2,2,2,3,3,1,2,0,1,0,3,2,2,4,2,2,1,1,1,1,2,3,0,1,0,1,1,3
2,1,1,2,2,2,2,1,4,4,5.6,50,3,3,2,3,1,1,3,1,2,1,2,2,1,1,1,0,1,1,2,0,2,2,1,2,2,2,2,2
3,1,1,1,1,2,2,1,2,3,5.8,60,3,2,3,3,3,0,2,2,2,2,3,3,2,3,2,1,1,1,1,2,3,4,2,2,2,2,3,3
3,2,1,1,1,1,1,1,3,3,5.6,65,3,2,3,2,3,0,2,2,0,0,2,2,2,3,2,1,1,1,1,2,3,3,2,2,2,2,2,3
3,1,1,1,1,1,2,1,3,3,5.5,65,2,2,3,2,3,0,2,2,2,1,3,3,3,4,2,0,1,1,1,2,3,4,2,2,2,2,2,3
1,1,1,2,2,1,1,2,4,4,6,85,1,0,3,1,1,2,2,0,2,1,1,1,1,2,1,0,0,0,0,0,2,0,1,0,0,1,1,0
2,1,1,1,2,4,2,3,4,4,5.6,64,1,0,3,1,1,1,3,0,1,0,0,0,0,2,0,0,1,0,0,0,2,1,1,1,0,1,2,1
3,1,1,1,1,1,1,1,2,3,5.5,62,3,3,3,3,3,0,2,2,2,1,3,3,3,4,2,0,1,1,1,2,3,3,2,3,2,2,2,3
1,1,1,1,2,3,2,2,4,4,5.6,70,2,0,3,2,1,1,3,0,3,0,0,2,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,2
2,1,1,1,2,1,2,3,4,4,5.11,82,3,1,3,4,1,1,2,1,3,0,1,1,1,4,1,0,0,0,0,0,3,0,1,0,0,0,0,0
2,1,1,3,2,1,2,1,2,2,5.7,65,1,1,1,1,3,1,2,0,2,0,1,1,1,2,1,1,0,0,0,0,3,0,1,0,0,0,0,0
2,1,1,2,1,3,1,1,4,4,5.3,60,1,2,3,3,1,2,2,0,1,0,2,2,2,3,1,0,0,0,2,0,3,1,1,1,1,1,1,1
2,1,1,2,1,3,1,1,3,2,5.3,82,4,1,2,4,3,2,2,0,2,0,1,1,1,2,2,0,0,0,0,2,2,0,2,0,0,1,0,0
2,1,1,2,2,3,1,1,3,3,5.8,73,4,2,3,3,3,2,3,0,1,0,1,1,1,2,1,0,0,0,0,0,2,0,0,1,1,0,0,0
2,1,2,2,1,3,1,1,3,3,5.8,68,2,2,2,2,3,0,2,0,2,1,3,2,1,4,2,0,2,0,2,2,2,2,2,3,0,2,2,3
2,1,1,1,2,1,2,1,2,4,5.8,67,2,0,3,2,3,1,1,2,3,0,3,3,3,4,1,0,1,1,0,0,2,2,1,0,0,2,2,3
3,1,1,2,2,4,1,2,4,3,5.7,75,1,1,3,1,1,1,2,0,2,0,2,2,2,3,2,0,0,1,1,0,3,4,2,2,2,2,2,3
2,1,1,2,1,3,2,1,2,2,5.11,67,2,2,3,3,1,1,2,1,1,0,2,2,3,4,2,3,2,2,1,3,2,3,2,3,3,3,3,3
3,1,1,1,2,1,1,1,4,2,5.4,64,2,2,2,2,3,0,2,2,0,0,2,2,2,3,1,2,1,0,2,1,1,3,2,1,1,2,2,3
2,1,1,1,2,4,2,3,4,4,5.8,75,4,2,3,4,3,2,2,0,0,1,2,2,1,2,1,1,1,0,0,2,3,1,1,1,0,0,0,2
3,2,1,1,1,1,1,2,4,4,5.1,62,3,2,3,3,2,1,2,0,1,0,1,1,1,2,1,0,0,1,1,2,1,1,2,2,2,1,2,2
3,1,1,1,1,1,1,3,4,4,5.2,76,3,1,3,3,4,2,2,1,1,1,2,2,1,2,1,0,0,0,0,2,2,2,2,1,1,2,1,3
3,1,1,1,1,1,1,2,3,3,5.4,65,3,2,3,3,3,0,2,0,1,2,2,2,2,3,1,0,0,1,0,0,1,1,2,1,2,1,2,2
3,2,1,1,2,1,1,1,2,4,5,45,1,2,1,1,3,1,1,0,2,0,2,2,2,3,2,0,0,0,0,1,3,3,2,1,1,1,1,2
3,2,1,1,1,4,2,1,2,2,5.2,55,2,2,2,4,3,0,1,2,0,0,2,3,3,3,2,1,1,1,1,2,2,4,2,2,2,2,2,3
3,2,1,1,1,4,2,1,2,1,5,52,2,3,2,3,4,0,1,2,0,0,2,2,2,3,2,1,1,1,1,2,2,3,2,2,2,2,2,3
3,1,1,1,1,2,2,1,1,1,5.6,65,3,2,3,3,4,0,1,2,2,1,3,3,3,4,3,1,1,1,1,2,2,4,3,3,3,3,3,3
3,1,1,1,1,2,2,1,2,3,5.6,70,3,3,3,4,3,0,1,2,2,1,3,3,3,4,3,1,1,1,1,2,2,4,2,2,2,2,2,3
3,1,1,1,1,2,2,1,2,1,5.7,72,2,2,3,4,3,0,3,2,2,1,3,3,3,3,2,1,1,1,0,3,2,4,2,2,2,2,2,3
3,1,1,2,1,1,1,1,2,1,5.6,75,2,2,3,4,4,1,2,2,2,1,3,3,3,3,2,1,1,1,1,2,2,4,2,2,2,2,2,3
3,1,1,2,2,1,1,1,3,3,5.7,63,2,2,3,3,3,0,2,2,2,1,3,3,3,3,2,1,1,1,1,2,2,3,3,3,3,3,3,3
3,1,1,1,2,1,1,1,3,3,5.6,68,2,2,3,3,3,0,2,2,2,1,3,3,3,4,2,1,1,1,1,2,2,3,2,2,2,2,2,3
3,1,1,1,1,1,1,1,4,3,5.6,72,2,2,3,3,3,2,2,2,2,1,3,3,3,4,2,1,1,1,1,2,2,3,2,2,2,2,2,3
3,1,1,1,2,1,1,1,2,3,5.4,59,2,2,3,3,3,0,2,2,2,1,3,3,3,3,2,1,1,1,1,2,2,3,2,2,2,2,3,3
3,1,1,2,1,1,2,1,2,3,5.7,72,2,1,3,3,3,0,2,2,2,1,2,2,2,3,2,0,0,0,1,1,2,3,2,2,2,2,2,3
3,1,1,1,1,4,1,1,1,1,5.6,78,2,2,3,4,3,1,2,2,1,1,2,2,2,3,2,0,0,1,1,1,2,3,2,2,2,3,3,3
3,2,1,2,2,1,2,1,2,0,5.3,55,2,2,3,4,4,0,2,2,2,0,2,3,2,3,2,1,1,1,1,2,2,4,3,3,3,3,3,3
3,1,1,2,1,4,2,1,3,3,5.5,62,2,2,3,4,3,0,2,0,2,1,2,2,2,3,2,0,0,0,1,2,2,4,2,2,2,2,2,3
3,2,1,2,2,4,2,1,2,3,5.6,59,3,2,3,4,1,0,2,2,2,0,3,3,3,3,1,1,1,1,1,1,2,3,2,2,2,2,2,3
3,1,1,2,1,1,2,1,3,3,5.8,72,2,2,3,4,3,0,2,2,2,1,3,3,3,3,2,0,0,2,1,2,2,3,2,2,2,2,2,3
3,2,1,2,2,1,2,1,2,1,5.2,63,2,1,3,4,3,0,2,2,2,0,3,3,3,3,3,1,1,1,1,2,2,4,2,2,2,2,2,3
3,1,1,2,1,1,1,1,3,3,5.7,65,2,1,3,3,3,0,2,2,2,1,3,3,3,3,2,0,0,1,1,2,2,3,2,2,2,2,3,3
3,1,1,1,1,1,2,1,4,4,5.5,75,2,2,3,3,3,0,2,2,2,2,2,2,2,3,3,0,1,1,1,2,2,3,2,2,2,2,2,3
3,1,1,1,1,4,1,2,3,3,5.7,67,2,2,2,3,1,0,2,2,2,1,2,2,1,3,2,1,1,1,2,1,1,2,2,2,2,3,2,3
3,1,1,1,1,2,1,1,4,4,5.8,74,1,2,1,2,4,2,1,1,0,1,2,2,2,3,2,1,0,1,0,2,3,2,2,3,2,2,2,3
3,1,1,2,1,1,1,1,3,3,5.1,62,3,3,3,4,1,0,1,1,1,1,3,2,2,3,2,2,1,1,1,2,1,3,3,2,2,3,3,3
2,1,1,1,1,4,2,1,2,3,5.4,66,2,2,3,3,3,0,2,2,2,1,2,2,2,3,1,0,1,1,1,2,3,3,2,2,2,2,2,3
3,2,1,1,2,4,2,1,3,2,5.3,55,2,2,3,4,1,1,2,2,1,0,2,2,2,3,1,0,1,1,1,0,2,2,2,2,1,2,2,2
3,1,1,1,1,2,2,1,2,3,5.6,72,2,2,3,3,1,1,2,2,1,1,2,2,2,3,1,0,1,0,1,0,3,2,2,2,2,2,2,2
3,1,1,1,1,1,1,1,3,3,5.8,64,3,1,3,3,3,0,2,2,2,1,2,2,2,3,2,0,1,1,1,2,2,3,2,2,2,2,2,3
3,2,1,1,2,4,1,2,3,1,5.4,62,2,2,3,4,1,1,2,2,0,0,2,2,2,3,1,1,1,1,1,0,2,3,2,2,2,2,2,3
3,1,1,2,1,1,2,1,2,3,5.7,73,3,2,3,4,4,1,2,1,2,1,3,2,2,3,0,0,2,1,1,0,3,3,2,3,2,2,2,2
3,1,1,1,1,2,2,1,3,2,5.6,71,2,2,2,4,3,0,2,2,1,1,2,2,2,3,2,0,1,1,1,2,2,3,2,2,2,2,2,3
2,1,1,1,1,1,1,1,2,2,5.8,64,2,2,3,4,4,0,1,1,1,1,2,2,1,3,1,2,1,1,2,2,1,3,2,3,2,3,3,3
3,1,1,2,2,1,1,1,3,1,5.6,54,2,2,2,3,3,1,2,2,1,1,2,2,1,3,1,1,1,0,2,1,1,3,2,3,1,2,2,2
3,1,1,1,2,4,2,1,4,3,5.9,86,2,3,3,4,1,2,3,2,0,0,2,2,2,3,1,2,1,1,0,1,1,3,2,2,2,2,2,3
3,1,1,1,2,4,1,1,3,3,5.4,57,1,2,2,2,3,0,1,2,2,0,2,2,1,3,1,0,0,1,2,1,2,2,2,2,2,1,3,3
3,1,1,1,2,2,2,1,4,4,5.1,77,3,2,3,4,4,2,1,1,1,1,3,3,0,3,2,3,1,0,1,2,2,3,3,3,2,3,3,3
3,1,1,3,2,1,1,1,1,0,5.1,63,3,3,3,4,1,1,1,1,1,1,3,2,1,3,2,2,2,1,1,2,1,3,3,2,2,3,3,3
3,1,1,1,1,4,2,2,3,4,5.7,72,2,2,1,3,1,0,2,0,2,1,2,1,0,1,1,1,0,0,0,1,2,3,2,2,0,2,0,1
3,1,1,1,2,4,1,2,4,1,5.8,75,2,2,2,3,1,0,2,1,2,0,3,2,2,3,1,0,0,0,2,1,1,1,2,3,2,2,2,2
3,1,1,1,1,4,2,2,2,2,5.5,62,1,2,2,3,1,0,2,2,1,1,2,2,1,3,1,1,0,0,0,1,1,2,2,2,1,2,2,2
3,1,1,1,2,1,1,1,4,4,5.7,62,2,2,3,2,1,0,2,0,3,2,2,2,2,3,2,0,1,1,1,1,2,3,3,2,3,3,3,3
3,1,1,1,2,1,1,1,4,3,5.5,65,2,1,3,2,1,0,2,1,3,2,2,2,2,3,2,0,1,1,1,2,2,3,2,2,2,2,2,3
3,1,1,1,2,1,1,1,3,3,5.6,65,2,1,3,2,1,0,2,2,2,0,2,2,2,3,2,1,1,1,1,2,2,3,2,2,2,2,2,3
3,1,1,1,2,1,1,1,4,3,5.4,58,1,2,3,1,1,0,2,2,2,2,2,2,2,3,2,0,0,0,2,1,2,3,2,2,2,2,2,3
3,1,1,1,2,1,2,1,3,3,5.8,64,1,1,2,1,1,0,2,2,3,2,2,2,2,3,0,0,1,1,1,2,2,2,2,2,2,2,2,3
3,2,1,1,1,1,1,2,3,1,5.2,57,2,2,3,4,4,1,2,2,0,0,2,2,2,3,1,0,0,1,1,0,3,2,2,2,2,2,1,2
3,1,1,1,2,1,1,1,2,3,5.7,66,2,2,3,2,1,0,2,2,3,2,2,2,2,3,0,0,0,0,1,1,2,2,2,2,2,2,2,3
2,1,1,1,1,4,2,1,1,2,5.6,68,2,2,3,2,1,0,2,2,2,1,3,3,3,4,3,2,1,1,1,2,2,4,3,3,3,3,3,3
3,1,1,1,1,4,2,1,2,3,5.7,70,2,3,3,4,1,2,2,1,2,1,3,2,2,3,2,0,0,1,1,0,3,2,2,2,2,2,2,2
3,1,1,1,1,4,2,2,2,3,5.6,58,2,2,2,3,1,0,2,0,3,2,1,1,1,2,1,0,0,0,0,0,2,1,2,2,2,2,1,2
3,1,1,1,2,3,1,1,3,3,6.1,77,2,2,2,4,3,0,1,1,2,1,3,2,1,4,1,2,1,1,2,1,1,3,2,3,1,3,3,3
2,1,1,2,1,3,2,1,3,3,5.9,86,2,2,3,4,1,1,2,2,2,2,2,2,2,3,1,1,0,0,0,1,1,3,2,2,2,2,2,2
